Name_0,Name_1,PSRJ_0,PSRJ_1,ZZ,XX,YY,DISC_DATE,
J0848+16,dsm+13,J0848+16,dsm+13,1.25,-0.95,10.15,2013,
J0849-6322,ebvb01,J0849-6322,ebvb01,-0.08,-0.37,8.44,2001,
B0841+80,dtws85,J0849+8028,dtws85,1.72,2.07,10.41,1985,
B0853-33,mlt+78,J0855-3331,mlt+78,0.07,-0.48,8.61,1978,
J0855-4644,kbm+03,J0855-4644,kbm+03,-0.10,-5.63,8.80,2003,
J0855-4658,kbm+03,J0855-4658,kbm+03,-0.29,-13.72,9.19,2003,
B0855-61,mlt+78,J0856-6137,mlt+78,-0.07,-0.36,8.45,1978,
J0857-4424,lml+98,J0857-4424,lml+98,0.04,-2.82,8.72,1998,
J0900-3144,bjd+06,J0900-3144,bjd+06,0.15,-0.85,8.71,2006,
J0901-4624,mlc+01,J0901-4624,mlc+01,-0.00,-3.03,8.64,2001,
B0901-63,mlt+78,J0902-6325,mlt+78,-0.07,-0.35,8.44,1978,
B0903-42,mlt+78,J0904-4246,mlt+78,0.03,-0.68,8.56,1978,
B0904-74,mlt+78,J0904-7459,mlt+78,-0.33,-0.94,8.16,1978,
J0905-4536,mld+96,J0905-4536,mld+96,0.03,-1.96,8.59,1996,
J0905-5127,mld+96,J0905-5127,mld+96,-0.07,-1.33,8.46,1996,
J0905-6019,bbb+12,J0905-6019,bbb+12,-0.06,-0.35,8.45,2012,
B0905-51,mlt+78,J0907-5157,mlt+78,-0.02,-0.34,8.49,1978,
B0906-17,mlt+78,J0908-1739,mlt+78,0.27,-0.69,8.80,1978,
B0906-49,dmd+88,J0908-4913,dmd+88,-0.02,-1.00,8.50,1988,
B0909-71,mlt+78,J0909-7212,mlt+78,-0.21,-0.69,8.28,1978,
B0904+77,th69,J0910+77,th69,0.00,0.00,8.50,1969,
J0912-3851,bbj+11,J0912-3851,bbj+11,0.04,-0.35,8.54,2011,
J0919-42,bcm+15,J0919-42,bcm+15,0.03,-0.33,8.52,2015,
J0919-6040,bbb+12,J0919-6040,bbb+12,-0.05,-0.35,8.44,2012,
B0917+63,dtws85,J0921+6254,dtws85,0.65,0.36,9.17,1985,
B0919+06,mlt+78,J0922+0638,mlt+78,0.65,-0.63,9.12,1978,
J0922-4949,mlc+01,J0922-4949,mlc+01,0.01,-2.70,8.39,2001,
J0922-52,mlb+12,J0922-52,mlb+12,-0.01,-0.35,8.48,2012,
J0923-31,bb10,J0923-31,bb10,0.09,-0.36,8.57,2010,
B0922-52,mlt+78,J0924-5302,mlt+78,-0.02,-0.51,8.46,1978,
B0923-58,mlt+78,J0924-5814,mlt+78,-0.01,-0.11,8.48,1978,
J0927+2345,rtj+96,J0927+2345,rtj+96,0.76,-0.33,9.21,1996,
J0928+06,dsm+13,J0928+06,dsm+13,15.25,-14.45,22.05,2013,
J0928+30,ttol16,J0928+30,ttol16,1.46,-0.39,9.87,2016,
J0930-2301,kmk+18,J0930-2301,kmk+18,8.61,-22.55,15.00,2018,
J0931-1902,abb+15,J0931-1902,abb+15,1.46,-3.24,9.61,2015,
J0932-3217,ebvb01,J0932-3217,ebvb01,0.10,-0.39,8.56,2001,
J0932-5327,lfl+06,J0932-5327,lfl+06,-0.01,-0.36,8.46,2006,
J0934-4154,ebvb01,J0934-4154,ebvb01,0.07,-0.53,8.52,2001,
B0932-52,mlt+78,J0934-5249,mlt+78,-0.00,-0.35,8.47,1978,
J0940-5428,mlc+01,J0940-5428,mlc+01,-0.01,-0.38,8.45,2001,
J0941-39,bb10,J0941-39,bb10,0.06,-0.35,8.51,2010,
J0941-5244,mld+96,J0941-5244,mld+96,0.00,-0.40,8.46,1996,
B0940-55,wvl69,J0942-5552,wvl69,-0.01,-0.30,8.46,1969,
B0941-56,mlt+78,J0942-5657,mlt+78,-0.02,-0.40,8.43,1978,
B0940+16,mlt+78,J0943+1631,mlt+78,1.06,-0.62,9.34,1978,
J0943+2253,tdk+93,J0943+2253,tdk+93,2.62,-1.13,10.63,1993,
J0943+41,slr+14,J0943+41,slr+14,1.91,-0.01,10.16,2014,
B0942-13,mlt+78,J0944-1354,mlt+78,0.33,-0.56,8.72,1978,
J0945-4833,kbm+03,J0945-4833,kbm+03,0.02,-0.35,8.47,2003,
B0943+10,vazs69,J0946+0951,vazs69,0.61,-0.46,8.96,1969,
J0947+2740,rtj+96,J0947+2740,rtj+96,18.98,-5.87,23.68,1996,
J0949-6902,bbb+12,J0949-6902,bbb+12,-0.34,-1.57,8.00,2012,
J0952-0607,bph+17,J0952-0607,bph+17,1.01,-1.27,9.13,2017,
B0950-38,mlt+78,J0952-3839,mlt+78,0.11,-0.52,8.51,1978,
B0950+08,phbc68,J0953+0755,phbc68,0.18,-0.14,8.62,1968,
J0954-5430,mlc+01,J0954-5430,mlc+01,-0.00,-0.42,8.43,2001,
B0953-52,mlt+78,J0955-5304,mlt+78,0.01,-0.40,8.44,1978,
J0955-61,ckr+15,J0955-61,ckr+15,-0.22,-2.10,7.99,2015,
J0957-06,kkl+15,J0957-06,kkl+15,1.45,-1.80,9.35,2015,
J0957-5432,mlc+01,J0957-5432,mlc+01,0.00,-0.44,8.43,2001,
B0957-47,mlt+78,J0959-4809,mlt+78,0.03,-0.36,8.46,1978,
J1000-5149,kbm+03,J1000-5149,kbm+03,0.01,-0.13,8.48,2003,
B0959-54,wvl69,J1001-5507,wvl69,0.00,-0.30,8.45,1969,
J1001-5559,mlc+01,J1001-5559,mlc+01,-0.00,-0.42,8.42,2001,
J1001-5939,lfl+06,J1001-5939,lfl+06,-0.08,-1.21,8.22,2006,
J1002-5559,mlc+01,J1002-5559,mlc+01,-0.03,-3.21,7.88,2001,
J1002-5919,ncb+15,J1002-5919,ncb+15,-0.18,-3.09,7.80,2015,
B1001-47,mlt+78,J1003-4747,mlt+78,0.04,-0.37,8.46,1978,
J1005+30,ttm+18,J1005+30,ttm+18,1.52,-0.34,9.57,2018,
J1006-6311,lml+98,J1006-6311,lml+98,-0.25,-2.28,7.87,1998,
J1010+15,dsm+13,J1010+15,dsm+13,19.42,-10.38,20.33,2013,
B1010-23,mlt+78,J1012-2337,mlt+78,0.44,-0.87,8.62,1978,
J1012-4235,ckr+15,J1012-4235,ckr+15,0.07,-0.36,8.47,2015,
J1012+5307,nll+95,J1012+5307,nll+95,0.54,0.15,8.92,1995,
J1012-5830,kbm+03,J1012-5830,kbm+03,-0.09,-2.72,7.85,2003,
B1011-58,jlm+92,J1012-5857,jlm+92,-0.12,-3.09,7.75,1992,
J1013-5934,kbm+03,J1013-5934,kbm+03,-0.14,-3.04,7.73,2003,
J1014-48,bbj+11,J1014-48,bbj+11,0.04,-0.37,8.45,2011,
J1015-5719,kbm+03,J1015-5719,kbm+03,-0.03,-2.66,7.88,2003,
B1014-53,mlt+78,J1016-5345,mlt+78,0.01,-0.12,8.48,1978,
J1016-5819,mlc+01,J1016-5819,mlc+01,-0.06,-2.52,7.89,2001,
J1016-5857,cbm+01,J1016-5857,cbm+01,-0.10,-3.06,7.73,2001,
B1015-56,mlt+78,J1017-5621,mlt+78,0.02,-3.42,7.73,1978,
J1017-7156,kjb+12,J1017-7156,kjb+12,-0.06,-0.23,8.41,2012,
B1016-16,dtws85,J1018-1642,dtws85,13.47,-20.62,12.78,1985,
J1019-5749,kbm+03,J1019-5749,kbm+03,-0.13,-10.59,5.89,2003,
J1020-5921,kbm+03,J1020-5921,kbm+03,-0.03,-0.91,8.26,2003,
J1020-6026,lfl+06,J1020-6026,lfl+06,-0.16,-3.14,7.64,2006,
J1021-5601,hfs+04,J1021-5601,hfs+04,0.04,-2.37,7.95,2004,
J1022+1001,cnst96,J1022+1001,cnst96,0.88,-0.56,8.94,1996,
J1022-5813,kbm+03,J1022-5813,kbm+03,-0.06,-4.11,7.45,2003,
J1023+0038,asr+09,J1023+0038,asr+09,0.98,-0.85,8.93,2009,
J1023-5746,sdz+10,J1023-5746,sdz+10,-0.01,-2.02,7.99,2010,
J1024-0719,bjb+97,J1024-0719,bjb+97,0.79,-0.88,8.79,1997,
J1028-5819,kjk+08,J1028-5819,kjk+08,-0.01,-1.37,8.13,2008,
J1031-6117,kbm+03,J1031-6117,kbm+03,-0.17,-3.23,7.52,2003,
J1032-5206,hfs+04,J1032-5206,hfs+04,0.19,-2.04,8.05,2004,
B1030-58,mlt+78,J1032-5911,mlt+78,-0.05,-2.89,7.68,1978,
J1034-3224,mld+96,J1034-3224,mld+96,0.62,-1.52,8.45,1996,
J1035-6345,kbm+03,J1035-6345,kbm+03,-0.18,-2.05,7.81,2003,
J1035-6720,cpw+18,J1035-6720,cpw+18,-0.20,-1.36,8.00,2018,
J1036-4926,mld+96,J1036-4926,mld+96,0.31,-2.24,8.04,1996,
J1036-6559,bbb+12,J1036-6559,bbb+12,-0.24,-1.92,7.81,2012,
J1036-8317,ckr+15,J1036-8317,ckr+15,-0.34,-0.76,8.08,2015,
J1038+0032,bjd+06,J1038+0032,bjd+06,4.45,-3.63,10.03,2006,
B1036-58,jlm+92,J1038-5831,jlm+92,-0.00,-0.88,8.24,1992,
B1039-19,mlt+78,J1041-1942,mlt+78,1.40,-2.10,8.66,1978,
B1039-55,mlt+78,J1042-5521,mlt+78,0.15,-2.69,7.77,1978,
J1043-6116,kbm+03,J1043-6116,kbm+03,-0.11,-2.90,7.54,2003,
J1044-5737,sdz+10,J1044-5737,sdz+10,0.04,-1.82,7.96,2010,
J1045-4509,bhl+94,J1045-4509,bhl+94,0.07,-0.33,8.44,1994,
J1046+0304,bjd+06,J1046+0304,bjd+06,4.54,-3.29,9.94,2006,
B1044-57,mlt+78,J1046-5813,mlt+78,0.03,-2.24,7.81,1978,
J1047-3032,lml+98,J1047-3032,lml+98,0.91,-1.94,8.38,1998,
J1047-6709,lml+98,J1047-6709,lml+98,-0.22,-1.63,7.87,1998,
J1048+2339,cck+16,J1048+2339,cck+16,1.77,-0.51,9.28,2016,
B1046-58,jlm+92,J1048-5832,jlm+92,0.03,-2.77,7.63,1992,
J1048-5838,kle+10,J1048-5838,kle+10,0.01,-0.96,8.20,2010,
J1049-5833,mlc+01,J1049-5833,mlc+01,0.03,-2.86,7.59,2001,
J1050-5953,scs86,J1050-5953,scs86,-0.08,-8.55,5.68,1986,
J1052-5954,kbm+03,J1052-5954,kbm+03,-0.02,-2.98,7.50,2003,
J1052-6348,hfs+04,J1052-6348,hfs+04,-0.13,-1.86,7.81,2004,
J1054-5943,kbm+03,J1054-5943,kbm+03,-0.00,-2.44,7.67,2003,
J1054-5946,bbb+12,J1054-5946,bbb+12,-0.01,-2.21,7.75,2012,
J1054-6452,hfs+04,J1054-6452,hfs+04,-0.20,-2.18,7.67,2004,
J1055-6022,hfs+04,J1055-6022,hfs+04,-0.04,-3.40,7.32,2004,
J1055-6028,kel+09,J1055-6028,kel+09,-0.05,-3.62,7.24,2009,
J1055-6236,kbm+03,J1055-6236,kbm+03,-0.09,-1.76,7.86,2003,
J1055-6905,ebvb01,J1055-6905,ebvb01,-0.30,-1.85,7.72,2001,
J1056-5709,mlc+01,J1056-5709,mlc+01,0.12,-2.91,7.56,2001,
B1054-62,mlt+78,J1056-6258,mlt+78,-0.12,-2.25,7.67,1978,
J1056-7117,nbb+14,J1056-7117,nbb+14,-0.31,-1.52,7.83,2014,
J1057-4754,ebvb01,J1057-4754,ebvb01,0.12,-0.61,8.35,2001,
B1055-52,vl72,J1057-5226,vl72,0.01,-0.09,8.48,1972,
J1057-5851,cwp+17,J1057-5851,cwp+17,0.00,-0.00,8.50,2017,
B1056-78,mlt+78,J1057-7914,mlt+78,-0.43,-1.22,7.86,1978,
J1058-5957,kbm+03,J1058-5957,kbm+03,-0.01,-2.45,7.65,2003,
B1056-57,mlt+78,J1059-5742,mlt+78,0.06,-1.56,7.98,1978,
J1101-6101,htg+14,J1101-6101,htg+14,-0.11,-6.58,6.10,2014,
J1101-6424,ncb+15,J1101-6424,ncb+15,-0.15,-2.02,7.71,2015,
J1101+65,slr+14,J1101+65,slr+14,1.42,0.82,9.47,2014,
J1103-5403,kjr+11,J1103-5403,kjr+11,0.16,-1.60,8.00,2011,
J1103-6025,kbm+03,J1103-6025,kbm+03,-0.01,-2.24,7.69,2003,
J1104-6103,kmj+96,J1104-6103,kmj+96,-0.02,-1.25,8.04,1996,
J1105-43,bbb+12,J1105-43,bbb+12,0.04,-0.13,8.47,2012,
J1105-6037,cwp+17,J1105-6037,cwp+17,-0.00,-0.00,8.50,2017,
J1105-6107,kbm+97,J1105-6107,kbm+97,-0.03,-2.21,7.67,1997,
J1106-6438,hfs+04,J1106-6438,hfs+04,-0.15,-1.99,7.70,2004,
J1107-5907,lfl+06,J1107-5907,lfl+06,0.00,-0.10,8.46,2006,
B1105-59,mlt+78,J1107-5947,mlt+78,0.02,-1.79,7.84,1978,
J1107-6143,kbm+03,J1107-6143,kbm+03,-0.07,-2.75,7.45,2003,
B1107-56,jlm+92,J1110-5637,jlm+92,0.15,-2.31,7.69,1992,
J1110+58,slr+14,J1110+58,slr+14,20.17,8.52,20.56,2014,
J1112-6103,mlc+01,J1112-6103,mlc+01,-0.04,-4.19,6.87,2001,
B1110-65,mlt+78,J1112-6613,mlt+78,-0.23,-2.32,7.51,1978,
B1110-69,mlt+78,J1112-6926,mlt+78,-0.30,-1.87,7.65,1978,
B1112-60,jlm+92,J1114-6100,jlm+92,-0.03,-5.10,6.50,1992,
B1112+50,fss73,J1115+5030,fss73,0.80,0.20,8.91,1973,
J1115-6052,mlc+01,J1115-6052,mlc+01,-0.00,-2.03,7.70,2001,
J1116-2444,kmk+18,J1116-2444,kmk+18,0.47,-0.71,8.41,2018,
B1114-41,mlt+78,J1116-4122,mlt+78,0.09,-0.26,8.43,1978,
J1117-6154,kbm+03,J1117-6154,kbm+03,-0.07,-3.68,7.01,2003,
J1117-6447,kbm+03,J1117-6447,kbm+03,-0.18,-2.52,7.42,2003,
J1119-6127,ckl+00,J1119-6127,ckl+00,-0.08,-7.78,5.33,2000,
B1118-79,mlt+78,J1119-7936,mlt+78,-0.24,-0.68,8.13,1978,
J1120-3618,rb13,J1120-3618,rb13,0.37,-0.85,8.30,2013,
B1119-54,mlt+78,J1121-5444,mlt+78,0.24,-2.17,7.71,1978,
J1123-4844,lml+98,J1123-4844,lml+98,0.37,-1.73,7.93,1998,
J1123-6102,mlc+01,J1123-6102,mlc+01,0.00,-3.22,7.16,2001,
J1123-6259,lml+98,J1123-6259,lml+98,-0.07,-2.01,7.64,1998,
J1123-6651,lml+98,J1123-6651,lml+98,-0.16,-1.52,7.81,1998,
J1124-3653,hrm+11,J1124-3653,hrm+11,0.42,-0.93,8.27,2011,
J1124-5638,kbm+03,J1124-5638,kbm+03,0.20,-2.45,7.55,2003,
J1124-5916,cmg+02,J1124-5916,cmg+02,0.15,-4.63,6.62,2002,
J1124-6421,kbm+03,J1124-6421,kbm+03,-0.14,-2.47,7.41,2003,
J1125-5825,kjv+10,J1125-5825,kjv+10,0.08,-1.61,7.85,2010,
J1125-6014,fsk+04,J1125-6014,fsk+04,0.02,-0.91,8.12,2004,
J1125+7819,slr+14,J1125+7819,slr+14,0.54,0.55,8.93,2014,
J1126-27,kkl+15,J1126-27,kkl+15,0.23,-0.37,8.43,2015,
J1126-38,kbj+18,J1126-38,kbj+18,0.37,-0.91,8.25,2018,
B1124-60,jlm+92,J1126-6054,jlm+92,0.01,-2.24,7.56,1992,
J1126-6942,lml+98,J1126-6942,lml+98,-0.17,-1.05,7.99,1998,
J1128-6219,kbm+03,J1128-6219,kbm+03,-0.13,-6.79,5.55,2003,
J1129-53,bb10,J1129-53,bb10,0.19,-1.35,7.99,2010,
J1130-5826,kbm+03,J1130-5826,kbm+03,0.12,-2.22,7.58,2003,
J1130-5925,mlc+01,J1130-5925,mlc+01,0.08,-2.20,7.58,2001,
J1130-6807,lml+98,J1130-6807,lml+98,-0.22,-1.77,7.66,1998,
J1132-46,bbb+12,J1132-46,bbb+12,0.63,-2.42,7.66,2012,
J1132-5627,kbm+03,J1132-5627,kbm+03,0.24,-2.69,7.41,2003,
B1131-62,jlm+92,J1133-6250,jlm+92,-0.17,-6.79,5.45,1992,
J1135-49,bbj+11,J1135-49,bbj+11,0.43,-1.95,7.77,2011,
J1135-6055,sbd+11,J1135-6055,sbd+11,0.00,-0.00,8.50,2011,
B1133+16,phbc68,J1136+1551,phbc68,0.33,-0.11,8.56,1968,
B1133-55,mlt+78,J1136-5525,mlt+78,0.16,-1.40,7.93,1978,
J1137-6700,lml+98,J1137-6700,lml+98,-0.23,-2.33,7.37,1998,
J1138-6207,mlc+01,J1138-6207,mlc+01,-0.06,-6.55,5.51,2001,
J1141-3107,mld+96,J1141-3107,mld+96,0.38,-0.65,8.32,1996,
J1141-3322,lml+98,J1141-3322,lml+98,0.85,-1.58,8.03,1998,
J1141-6545,klm+00a,J1141-6545,klm+00a,-0.20,-2.70,7.20,2000,
J1142+0119,rap+12,J1142+0119,rap+12,1.87,-1.11,8.55,2012,
J1142-6230,mlc+01,J1142-6230,mlc+01,-0.04,-3.15,7.02,2001,
J1143-5158,mld+96,J1143-5158,mld+96,0.40,-2.19,7.60,1996,
J1143-5536,bbb+12,J1143-5536,bbb+12,0.23,-2.03,7.63,2012,
J1144-6146,mlc+01,J1144-6146,mlc+01,0.00,-1.27,7.91,2001,
J1144-6217,mlc+01,J1144-6217,mlc+01,-0.02,-2.40,7.37,2001,
B1143-60,mlt+78,J1146-6030,mlt+78,0.04,-1.48,7.81,1978,
J1147-66,mlb+12,J1147-66,mlb+12,-0.12,-1.60,7.70,2012,
J1148-5725,lfl+06,J1148-5725,lfl+06,0.16,-1.87,7.65,2006,
J1148-6415,kbm+03,J1148-6415,kbm+03,-0.09,-2.20,7.42,2003,
J1151-6108,ncb+15,J1151-6108,ncb+15,0.04,-2.00,7.53,2015,
J1152-5800,hfs+04,J1152-5800,hfs+04,0.15,-1.95,7.59,2004,
J1152-6012,kbm+03,J1152-6012,kbm+03,0.04,-1.23,7.91,2003,
J1153-21,kkl+15,J1153-21,kkl+15,1.48,-1.73,8.03,2015,
J1154-6250,kbm+03,J1154-6250,kbm+03,-0.02,-1.22,7.89,2003,
J1156-5707,hfs+04,J1156-5707,hfs+04,0.25,-2.56,7.28,2004,
J1156-5909,lml+98,J1156-5909,lml+98,0.12,-2.09,7.48,1998,
J1157-5112,eb01,J1157-5112,eb01,0.18,-0.86,8.11,2001,
B1154-62,lvw69b,J1157-6224,lvw69b,-0.01,-3.57,6.70,1969,
J1159-6409,kbm+03,J1159-6409,kbm+03,-0.07,-1.81,7.57,2003,
J1159-7910,lml+98,J1159-7910,lml+98,-0.46,-1.33,7.72,1998,
J1201-6306,kbm+03,J1201-6306,kbm+03,-0.13,-8.48,4.12,2003,
B1159-58,mlt+78,J1202-5820,mlt+78,0.13,-1.69,7.66,1978,
J1204-6843,ebvb01,J1204-6843,ebvb01,-0.21,-1.67,7.59,2001,
J1207-5050,rap+12,J1207-5050,rap+12,0.25,-1.12,7.96,2012,
J1208-6238,cpw+16,J1208-6238,cpw+16,-0.00,-0.00,8.50,2016,
J1210-5226,zpst00,J1210-5226,zpst00,0.45,-2.29,7.36,2000,
J1210-5559,mld+96,J1210-5559,mld+96,0.27,-2.10,7.43,1996,
J1210-6550,hfs+04,J1210-6550,hfs+04,-0.05,-0.81,8.06,2004,
J1211-6324,kbm+03,J1211-6324,kbm+03,-0.12,-7.08,4.66,2003,
J1214-5830,kbm+03,J1214-5830,kbm+03,0.13,-1.65,7.62,2003,
J1215-5328,ebvb01,J1215-5328,ebvb01,0.51,-2.87,7.01,2001,
J1216-50,bbj+11,J1216-50,bbj+11,0.48,-2.00,7.47,2011,
J1216-6223,mlc+01,J1216-6223,mlc+01,0.06,-15.99,-0.34,2001,
J1216-6410,fsk+04,J1216-6410,fsk+04,-0.03,-0.96,7.97,2004,
J1220-6318,mlc+01,J1220-6318,mlc+01,-0.10,-7.79,4.10,2001,
J1222-5738,kbm+03,J1222-5738,kbm+03,0.12,-1.23,7.82,2003,
J1224-6208,mlc+01,J1224-6208,mlc+01,0.10,-8.57,3.59,2001,
B1221-63,kac+73,J1224-6407,kac+73,-0.10,-3.46,6.50,1973,
J1225-5556,mld+96,J1225-5556,mld+96,0.23,-1.67,7.56,1996,
J1225-6035,kbm+03,J1225-6035,kbm+03,0.08,-1.90,7.41,2003,
B1222-63,mlt+78,J1225-6408,mlt+78,-0.24,-8.51,3.56,1978,
J1226-3223,bb10,J1226-3223,bb10,1.09,-1.67,7.65,2010,
J1227-4853,rrb+15,J1227-4853,rrb+15,0.43,-1.53,7.65,2015,
J1227-6208,btb+15,J1227-6208,btb+15,0.10,-8.19,3.75,2015,
J1227-63,ncb+15,J1227-63,ncb+15,-0.07,-8.13,3.77,2015,
J1231-1411,rrc+11,J1231-1411,rrc+11,0.31,-0.25,8.38,2011,
J1231-4609,jbo+09,J1231-4609,jbo+09,0.69,-2.03,7.36,2009,
J1231-6303,kbm+03,J1231-6303,kbm+03,-0.04,-7.12,4.28,2003,
J1232-4742,ebvb01,J1232-4742,ebvb01,0.23,-0.73,8.08,2001,
J1232-6501,clm+01,J1232-6501,clm+01,-0.21,-4.65,5.72,2001,
J1233-6312,kbm+03,J1233-6312,kbm+03,-0.07,-8.60,3.35,2003,
J1233-6344,kbm+03,J1233-6344,kbm+03,-0.17,-8.90,3.16,2003,
J1234-3630,kmk+18,J1234-3630,kmk+18,2.53,-4.49,6.00,2018,
B1232-55,mlt+78,J1235-5516,mlt+78,0.23,-1.47,7.63,1978,
J1235-6354,kbm+03,J1235-6354,kbm+03,-0.20,-8.81,3.16,2003,
J1236-5033,ebvb01,J1236-5033,ebvb01,0.59,-2.32,7.13,2001,
J1237-6725,kbm+03,J1237-6725,kbm+03,-0.24,-2.57,6.92,2003,
J1238+2152,rtj+96,J1238+2152,rtj+96,2.54,-0.27,8.49,1996,
B1237+25,lan69,J1239+2453,lan69,0.84,-0.05,8.52,1969,
B1236-68,mlt+78,J1239-6832,mlt+78,-0.16,-1.33,7.67,1978,
B1237-41,mlt+78,J1240-4124,mlt+78,0.61,-1.35,7.70,1978,
J1242+39,ttol16,J1242+39,ttol16,24.39,4.14,12.07,2016,
J1243-5735,kbm+03,J1243-5735,kbm+03,1.30,-11.97,1.06,2003,
B1240-64,lvw69a,J1243-6423,lvw69a,-0.05,-1.69,7.44,1969,
J1244-5053,ebvb01,J1244-5053,ebvb01,0.71,-2.84,6.74,2001,
J1244-6359,ncb+15,J1244-6359,ncb+15,-0.17,-7.18,3.98,2015,
J1244-6531,kel+09,J1244-6531,kel+09,-0.50,-9.18,2.71,2009,
J1245-6238,mlc+01,J1245-6238,mlc+01,0.04,-8.42,3.19,2001,
J1246+2253,tdk+93,J1246+2253,tdk+93,2.46,-0.18,8.44,1993,
J1248-6344,kbm+03,J1248-6344,kbm+03,-0.16,-9.01,2.73,2003,
J1248-6444,ncb+15,J1248-6444,ncb+15,-0.19,-5.03,5.28,2015,
J1249-6507,kbm+03,J1249-6507,kbm+03,-0.20,-4.30,5.73,2003,
J1251-7407,bbb+12,J1251-7407,bbb+12,-0.36,-1.53,7.51,2012,
J1252-6314,mlc+01,J1252-6314,mlc+01,-0.05,-6.13,4.51,2001,
J1253-5820,mld+96,J1253-5820,mld+96,0.13,-1.37,7.60,1996,
J1254-6150,kbm+03,J1254-6150,kbm+03,0.03,-1.28,7.66,2003,
J1255-46,bcm+15,J1255-46,bcm+15,0.39,-1.08,7.78,2015,
J1255-6131,kbm+03,J1255-6131,kbm+03,0.11,-4.03,5.84,2003,
J1255-62,ncb+15,J1255-62,ncb+15,0.02,-16.54,-2.40,2015,
B1254-10,dtws85,J1257-1027,dtws85,19.81,-12.46,-0.29,1985,
B1256-67,mlt+78,J1259-6741,mlt+78,-0.13,-1.30,7.63,1978,
B1257+12,wol90a,J1300+1240,wol90a,0.58,-0.11,8.40,1990,
J1301+0833,rap+12,J1301+0833,rap+12,1.16,-0.30,8.24,2012,
J1301-6305,mlc+01,J1301-6305,mlc+01,-0.05,-8.88,2.49,2001,
J1301-6310,kbm+03,J1301-6310,kbm+03,-0.01,-1.21,7.68,2003,
J1302-32,hrm+11,J1302-32,hrm+11,0.76,-1.04,7.76,2011,
J1302-63,nj98,J1302-63,nj98,-0.39,-20.70,-5.52,1998,
J1302-6313,kbm+03,J1302-6313,kbm+03,-0.07,-9.38,2.14,2003,
B1259-63,jlm+92,J1302-6350,jlm+92,-0.04,-1.90,7.21,1992,
J1303-6305,mlc+01,J1303-6305,mlc+01,-0.04,-8.47,2.73,2001,
J1305-6203,mlc+01,J1305-6203,mlc+01,0.16,-9.55,1.92,2001,
J1305-6256,mlc+01,J1305-6256,mlc+01,-0.05,-20.60,-5.67,2001,
B1302-64,mlt+78,J1305-6455,mlt+78,-0.43,-9.81,1.78,1978,
J1305-66,kek+13,J1305-66,kek+13,-0.77,-9.58,1.95,2013,
J1306-4035,kbj+18,J1306-4035,kbj+18,0.53,-1.05,7.73,2018,
J1306-6242,kbm+03,J1306-6242,kbm+03,0.02,-9.40,2.00,2003,
B1303-66,jlm+92,J1306-6617,jlm+92,-0.96,-13.06,-0.46,1992,
J1307-6318,mlc+01,J1307-6318,mlc+01,-0.09,-8.85,2.35,2001,
J1307-67,kkl+11,J1307-67,kkl+11,-0.08,-0.90,7.88,2011,
J1308+2127,hhss02,J1308+2127,hhss02,0.00,-0.00,8.50,2002,
J1308-4650,jbo+09,J1308-4650,jbo+09,0.60,-1.70,7.26,2009,
J1308-5844,lfl+06,J1308-5844,lfl+06,0.46,-5.27,4.79,2006,
J1309-6415,mlc+01,J1309-6415,mlc+01,-0.31,-9.83,1.65,2001,
J1309-6526,kbm+03,J1309-6526,kbm+03,-0.52,-9.24,2.09,2003,
B1309-12,dtws85,J1311-1228,dtws85,19.18,-12.15,-1.96,1985,
J1311-3430,pgf+12,J1311-3430,pgf+12,1.15,-1.70,7.19,2012,
J1312+0051,rap+12,J1312+0051,rap+12,1.31,-0.47,8.04,2012,
B1310+18,kapw91,J1312+1810,kapw91,20.27,-1.66,5.24,1991,
B1309-53,mlt+78,J1312-5402,mlt+78,0.74,-3.92,5.65,1978,
B1309-55,mlt+78,J1312-5516,mlt+78,0.54,-3.35,6.06,1978,
J1312-6400,mlc+01,J1312-6400,mlc+01,-0.03,-1.25,7.62,2001,
J1313+0931,lzb+00,J1313+0931,lzb+00,1.03,-0.22,8.24,2000,
J1314-6101,kbm+03,J1314-6101,kbm+03,0.26,-6.94,3.51,2003,
J1316-6232,cmk01,J1316-6232,cmk01,0.08,-20.26,-6.14,2001,
J1317-5759,mll+06,J1317-5759,mll+06,0.31,-3.02,6.27,2006,
J1317-6302,mlc+01,J1317-6302,mlc+01,-0.07,-10.34,1.01,2001,
B1316-60,jlm+92,J1319-6056,jlm+92,0.36,-9.54,1.49,1992,
J1319-6105,kbm+03,J1319-6105,kbm+03,0.34,-9.83,1.28,2003,
J1320-3512,mld+96,J1320-3512,mld+96,0.40,-0.60,8.01,1996,
B1317-53,mlt+78,J1320-5359,mlt+78,0.33,-1.73,7.18,1978,
J1320+67,slr+14,J1320+67,slr+14,18.98,14.27,16.32,2014,
J1321-5922,kel+09,J1321-5922,kel+09,1.42,-19.99,-6.44,2009,
B1322+83,dbtb82,J1321+8323,dbtb82,0.54,0.69,8.93,1982,
J1322-62,kek+13,J1322-62,kek+13,-0.05,-12.65,-0.87,2013,
J1322-6241,mlc+01,J1322-6241,mlc+01,-0.01,-9.84,1.22,2001,
J1322-6329,kbm+03,J1322-6329,kbm+03,-0.18,-9.97,1.16,2003,
J1324-6146,kbm+03,J1324-6146,kbm+03,0.37,-20.00,-6.49,2003,
